conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,محاضر صيدلة / محاضرة صيدلة,released,,محاضرو الصيدلة هم أساتذة متخصصون أو معلمون أو محاضرون يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الصيدلة، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وإجراء الممارسات المختبرية وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو الصيدلة ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,كيميائي تحليلي,released,,"مهمة الكيميائيين التحليليين تنصب على البحث ووصف تكوين المواد الكيميائي. كما أنهم يقدمون الخلاصات ذات الصلة بسلوك تلك المواد في الظروف المختلفة. ويلعب الكيميائيون التحليليون دورا هاما في البحث عن العلاقة بين الكيمياء والبيئة والغذاء والوقود والدواء. ويلجئون في ذلك إلى تقنيات شتى مثل الكروماتوغرافيا الكهربائية، والكروماتوغرافيا السائلة عالية الأداء ومنظار تحليل الطيف.
   ",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,عالم كيميائي / عالمة كيميائية
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,عالم الفلك / عالمة الفلك,released,,يبحث علماء الفلك في تكوين الأجرام السماوية والمادة بين النجوم وبناها وخصائصها وتطورها. ويستخدمون المعدات الأرضية والمعدات الفضائية لجمع البيانات عن المساحة لأغراض البحث.,http://data.europa.eu/esco/isco/C2111,
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,محاضر فيزياء / محاضرة فيزياء,released,,محاضرو الفيزياء هم أساتذة متخصصون أو معلمون أو محاضرون يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الفيزياء، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وإجراء الممارسات المختبرية وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو الفيزياء ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,باحث تربوي / باحثة تربوية,released,,يُجري الباحث التربويون الأبحاث التعليمية في مجال التعليم. فهُم يسعون إلى توسيع نطاق المعرفة حول كيفية سير العمليات التعليمية والأنظمة التعليمية والأفراد (المعلمين والمتعلمين). ويتوقعون مجالات التحسين ويطورون خططًا لتنفيذ الابتكارات. ويقدمون المشورة للمشرعين وصانعي السياسات بشأن القضايا التعليمية ويساعدون في تخطيط السياسات التعليمية.,http://data.europa.eu/esco/isco/C2351,
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,مساعد باحث جامعي / مساعدة باحث جامعي,released,,يقوم مساعدو الباحثين الجامعيين بإجراء الأبحاث الأكاديمية للجامعة أو الكلية التي يعملون فيها. وقد يساعدون أساتذة لديهم، المشرف عليهم، في أبحاثه أو يطورون أبحاثهم في المجال ذي الصلة بهذا الأستاذ.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,محاضر بيولوجيا / محاضرة بيولوجيا,released,,محاضرو البيولوجيا هم أساتذة متخصصون أو معلمون أو محاضرون يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص وهو علم الأحياء. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وإجراء الممارسات المختبرية وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو علم الأحياء ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,محاضر دراسات تعليمية / محاضرة دراسات تعليمية,released,,محاضرو الدراسات التعليمية هم أساتذة متخصصون أو معلمون أو محاضرون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الدراسات التعليمية، حتى يصبحوا معلمين. ويعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,أخصائي وراثة / أخصائية وراثة,released,,يدرس أخصائيو الوراثة أبحاثهم ويركزون على علم الوراثة. وهم يحللون الطريقة التي تتفاعل فيها الجينات، وتعمل، وتوّرث الصفات والخصائص. واستنادًا إلى أبحاثهم، يحضرون المرضى الذين يعانون من أمراض وحالات وراثية وتشوهات خلقية ومشكلات وراثية بشكل عام.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,عالم أحياء / عالمة أحياء
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,محاضر دراسات فنية / محاضرة دراسات فنية,released,,محاضرو الدراسات الفنية هم أساتذة متخصصون أو معلمون أو محاضرون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الدراسات الفنية، والذي يكون في الغالب أكاديميًا في طبيعته. ويعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو الدراسات الفنية ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي,released,,يتولى محاضرو التعليم العالي تعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، والذي يكون في الغالب أكاديميًا في طبيعته. وقد يكون لديهم مسميات وظيفية مثل المحاضر الأول أو البروفيسور. وهم يعملون مع مساعدي التدريس ومساعدي الأبحاث لديهم لإعداد المحاضرات والاختبارات وتصحيح الأبحاث والاختبارات وإجراء الممارسات المختبرية وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء الأبحاث الأكاديمية في مجال عملهم، ونشر نتائجهم والتواصل مع زملائهم الأكاديميين.,http://data.europa.eu/esco/isco/C2310,
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,عالم في المعلوماتية الحيوية / عالمة في المعلوماتية الحيوية,released,,يقوم العلماء في المعلوماتية الحيوية بتحليل العمليات البيولوجية باستخدام برامج الكمبيوتر. فهم يحافظون أو يقومون بإنشاء قواعد بيانات تحتوي على معلومات بيولوجية. يجمع العلماء في المعلوماتية الحيوية البيانات البيولوجية ويحللونها وقد يساعد العلماء في مجالات مختلفة، بما في ذلك التكنولوجيا الحيوية والأدوية الصيدلانية. ويقومون بإجراء أبحاث علمية وتحليلات إحصائية، والإبلاغ عن نتائجهم. يمكن للعلماء في المعلوماتية الحيوية أيضًا جمع عينات الحمض النووي، واكتشاف أنماط البيانات وإجراء الأبحاث الجينية.,http://data.europa.eu/esco/isco/C2131,
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,عالم أحياء مائية / عالمة أحياء مائية,released,,يطبق علماء الأحياء المائية المعرفة المكتسبة من الأبحاث حول الحيوانات المائية والحياة النباتية وتفاعلاتها مع بعضها البعض والبيئة، من أجل تحسين إنتاج الاستزراع المائي، والوقاية من المشكلات الصحية والحيوانية، وتوفير الحلول اللازمة إذا لزم الأمر.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,عالم أحياء / عالمة أحياء
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,عالم الاتصالات / عالمة اتصالات,released,,يبحث علماء الاتصالات في الجوانب المختلفة للمعلومات، وجمعها، وإنشائها، وتنظيمها، والحفاظ عليها، واستخدامها، وتقييمها، وتبادل المعلومات من خلال التواصل الشفهي أو غير الشفهي. ويدرسون التفاعلات بين المجموعات والأفراد مع التقنيات (الروبوتات).,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,عالم بالأنثروبولوجيا / عالمة بالأنثروبولوجيا
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,باحث علمي ديني / باحثة علمية دينية,released,,يدرس الباحثون العلميون الدينيون المفاهيم المتعلقة بالأديان والمعتقدات والروحانية. إذ يطبقون المنطق العقلاني في السعي وراء الأخلاق والعظات من خلال دراسة الكتاب المقدس والدين والانضباط والقانون الخفي.,http://data.europa.eu/esco/isco/C2636,
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,عالم في الكيمياء الحيوية / عالمة في الكيمياء الحيوية,released,,يقوم العلماء في الكيمياء الحيوية بدراسة التفاعلات الناجمة عن المواد الكيميائية في الكائنات الحية وإجراء الأبحاث عليها. ويشمل ذلك إجراء أبحاث لتطوير أو تحسين المنتجات القائمة على المواد الكيميائية (مثل الأدوية) التي تهدف إلى تحسين صحة الكائنات الحية وفهم تفاعلها بشكل أفضل.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,عالم أحياء / عالمة أحياء
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,مستشار بحوث تكنولوجيا المعلومات والاتصالات / مستشارة بحوث تكنولوجيا المعلومات والاتصالات,released,,يقوم مستشارو بحوث تكنولوجيا المعلومات والاتصالات بإجراء أبحاث موجهة لتكنولوجيا المعلومات والاتصالات وتقديم تقرير نهائي للعميل. كما يستخدمون أدوات تكنولوجيا المعلومات والاتصالات لتصميم الاستبيانات المستخدمة في الدراسات الاستقصائية وتحليل النتائج وكتابة التقارير وتقديم النتائج وتقديم التوصيات استنادًا إلى نتائج البحث.,http://data.europa.eu/esco/isco/C2511,
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,طبيب عام / طبيبة عامة,released,,يعمل الأطباء العموميون على تعزيز الصحة والوقاية من الأمراض وتحديدها وتشخيصها وعلاجها وتشجيع التعافي من الأمراض الجسدية والعقلية والاضطرابات الصحية من جميع الأنواع لجميع الأشخاص بغض النظر عن أعمارهم أو جنسهم أو نوع المشكلة الصحية لديهم.,http://data.europa.eu/esco/isco/C2211,
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,عالم رياضيات / عالمة رياضيات,released,,يدرس علماء الرياضيات النظريات الرياضية القائمة ويعمّقونها من أجل توسيع المعرفة والبحث عن نماذج جديدة داخل المجال. ويمكنهم تطبيق هذه المعرفة على التحديات الموجودة في المشاريع الهندسية والعلمية لضمان أن القياسات والكميات والقوانين الرياضية تثبت إمكانية استمرارها.,http://data.europa.eu/esco/isco/C2120,
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,مدير البحث والتطوير / مديرة البحث والتطوير,released,,يتولى مديرو البحث والتطوير تنسيق جهود العلماء والباحثين الأكاديميين ومطوري المنتجات والباحثين المتخصصين في السوق تجاه ابتكار منتجات جديدة، وتحسين المنتجات الحالية أو الأنشطة البحثية الأخرى، بما في ذلك الأبحاث العلمية. فهم يقومون بإدارة أنشطة البحث والتطوير الخاصة بالمؤسسة وتخطيطها، وتحديد الأهداف ومتطلبات الميزانية وإدارة الموظفين.,http://data.europa.eu/esco/isco/C1223,
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,مهندس ضوئيات / مهندسة ضوئيات,released,,يُعنى مهندسو الضوئيات بتوليد الضوء ونقله وتحوله وكشفه. حيث يقومون بإجراء أبحاث وتصميم وتجميع واختبار ونشر المكونات أو الأنظمة الضوئية في مجالات تطبيقات متعددة، من الاتصالات البصرية إلى الأجهزة الطبية، أو معالجة المواد أو تقنية الاستشعار.,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,مهندس بصري / مهندسة بصرية
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,مهندس كهروميكانيكي / مهندسة كهروميكانيكية,released,,يتولى المهندسون الكهروميكانيكيون تصميم وتطوير المعدات والآلات التي تستخدم كلاً من التكنولوجيا الكهربائية والميكانيكية. ويقومون بإجراء عمليات صياغة المسودات وتجهيز الوثائق التي تتضمن تفاصيل طلبات المواد وعملية التجميع والمواصفات التقنية الأخرى. ويتولى المهندسون الميكانيكيون أيضًا اختبار النماذج الأولية وتقييمها. ويشرفون على عملية التصنيع.,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,مهندس كهرباء / مهندسة كهرباء
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,صيدلاني / صيدلانية,released,,يقوم الصيادلة بإعداد وصفات الأدوية التي لا تحتاج إلى تذكرة طبية وصرفها وتوفيرها. فهم يُقدِّمون معلومات سريرية عن العقاقير، ويقومون بالإبلاغ عن ردود الفعل السلبية المشتبه بها، وتقديم الدعم الشخصي للمرضى. يقوم الصيادلة بتركيب الأدوية واختبارها في المختبرات وتخزينها والاحتفاظ بها وتوزيعها.,http://data.europa.eu/esco/isco/C2262,
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,محاضر علم النفس / محاضرة علم النفس,released,,محاضرو علم النفس هم أساتذة متخصصون أو معلمون أو محاضرون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، علم النفس، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجالهم التخصصي وهو علم النفس، ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,مهندس نظم دقيقة / مهندسة نظم دقيقة,released,,يتولى مهندسو النظم الدقيقة إجراء أبحاث عن إنتاج الأنظمة الكهروميكانيكية الدقيقة (MEMS) وتصميمها وتطويرها والإشراف عليها، والتي يمكن دمجها في المنتجات الميكانيكية والبصرية والصوتية والإلكترونية.,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,مهندس إلكترونيات / مهندسة إلكترونيات
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,عالم فيزيائي / عالمة فيزيائية,released,,علماء الفيزياء علماء يدرسون الظواهر الفيزيائية. وهم يُركّزون بحثهم استنادًا إلى تخصصهم، والذي يمكن أن يتراوح من فيزياء الجسيمات الذرية إلى دراسة الظواهر في الكون. ويطبقون نتائجهم لتحسين المجتمع من خلال المساهمة في تطوير إمدادات الطاقة ومعالجة الأمراض وتطوير الألعاب والمعدات المتطورة واستخدام أغراض الاستخدام اليومي.,http://data.europa.eu/esco/isco/C2111,
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,عالم إحاثي / عالمة إحاثية,released,,يبحث العلماء الإحاثيون أشكال الحياة التي كانت موجودة في العصور القديمة لكوكب الأرض ويحللونها. وهم يسعون إلى تحديد المسار التطوري والتفاعل مع مناطق جيولوجية مختلفة لجميع أنواع الكائنات الحية، مثل النباتات، والحبوب، والأبواغ، واللافقاريات، والحيوانات الفقارية، والبشر، وآثار مثل آثار الأقدام والبيئة والمناخ.,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,أخصائي جيولوجي / أخصائية جيولوجية
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,أخصائي بالمعادن / أخصائية معادن,released,,يدرس الأخصائيون بالمعادن تركيب الأرض وهيكلها والجوانب الفيزيائية الأخرى لها. وهم يحللون المعادن المختلفة ويستخدمون المعدات العلمية لتحديد هيكلها وخصائصها. ويركز عملهم غالبًا على تصنيف المعادن وتحديدها من خلال أخذ عينات وإجراء المزيد من الاختبارات والتحليل والفحوصات.,http://data.europa.eu/esco/isco/C2114,
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,عالم البيئة / عالمة البيئة,released,,يقوم علماء البيئة بإجراء تقييمات لصحة الكائنات الحية وتوزيعها، وهي الأشخاص والنباتات والحيوانات، والعلاقة بين الكائنات الحية وبيئتها. وعادة ما يكون لدى علماء البيئة مجال متخصص، مثل المياه العذبة والمياه البحرية والبرية والحيوانات والنباتات التي يقومون بإجراء أبحاث ومهام متعلقة بها. ,http://data.europa.eu/esco/isco/C2133,
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,محاضر علوم الفضاء / محاضرة علوم الفضاء,released,,محاضرو علوم الفضاء هم الأساتذة المتخصصون أو المعلمون أو المحاضرون الذين يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، وهو علوم الفضاء، والذي يكون في الغالب أكاديميًا في طبيعته. ويعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وتصحيح الأبحاث وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجالهم التخصصي علوم الفضاء ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,مهندس إلكترونيات دقيقة / مهندسة إلكترونيات دقيقة,released,,يتولى مهندسو الإلكترونيات الدقيقة تصميم الأجهزة والمكونات الإلكترونية الصغيرة مثل المعالجات الدقيقة والدوائر المتكاملة وتطويرها والإشراف على إنتاجها.,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,مهندس إلكترونيات / مهندسة إلكترونيات
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,محاضر العمل الاجتماعي / محاضرة العمل الاجتماعي,released,,يُمارس محاضرو العمل الاجتماعي متخصصين أدوارًا مزدوجة، وهم يمارسون التخصص الأكاديمي الذي يقدم الخدمات الاجتماعية، مثل المشورة أو العلاج أو الدعم لأفراد أو مجموعات من الأشخاص، وعلى الجانب الآخر هم جزء من العالم الأكاديمي الذي يُقدّم التعليم المتخصص ويشاركون في إجراء الأبحاث وتطوير المعارف ويساهمون في الحلول المتعلقة بتلك المشكلات الاجتماعية المعقدة ونُهُج مبتكرة لتخفيف هذه المشكلات. إنهم يُعلِّمون معارف العمل الاجتماعي ومهاراته وقيمه لإعداد الطلاب للمشاركة في ممارسات عمل اجتماعية ذات كفاءة ثقافية مع سكان ومجتمعات متنوعين.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,مهندس أجهزة الكمبيوتر / مهندسة أجهزة الكمبيوتر,released,,يتولى مهندسو أجهزة الكمبيوتر تصميم وتطوير أنظمة أجهزة الكمبيوتر ومكوناتها، مثل لوحات الدوائر وأجهزة المودم والطابعات. حيث يقومون بصياغة المخططات ورسومات التجميع، وتطوير النماذج الأولية واختبارها، والإشراف على عملية الإنتاج.,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,مهندس إلكترونيات / مهندسة إلكترونيات
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,محاضر الأنثروبولوجيا / محاضرة الأنثروبولوجيا,released,,محاضرو الأنثروبولوجيا هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، علم الإنسان، والذي يكون في الغالب أكاديميًا في طبيعته. ويعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال تخصصهم وهو علم الإنسان ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,باحث في علم التخدير / باحثة في علم التخدير,released,,يدرس الباحثون في علم الموت الموت والوفاة في مجموعة متنوعة من المجالات العلمية مثل علم النفس وعلم الاجتماع وعلم وظائف الأعضاء والأنثروبولوجيا. ويسهمون في نمو المعرفة حول جوانب الوفاة مثل الظواهر النفسية التي يصابون بها هم ومن حولهم.,http://data.europa.eu/esco/isco/C2632,
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,محاضر علوم الأغذية / محاضرة علوم الأغذية,released,,محاضرو علوم الأغذية هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، وهو علوم الأغذية، والذي يكون في الغالب أكاديميًا في طبيعته. ويعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجالهم التخصصي علوم الأغذية ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,عالم الاقتصاد / عالمة اقتصاد,released,,يقوم علماء الاقتصاد بإجراء بحث وتطوير نظريات في مجال الاقتصاد، سواء في تحليل الاقتصاد الكلي أو الجزئي. فهم يقومون بدراسة الاتجاهات وتحليل البيانات الإحصائية، وإلى حد ما العمل مع النماذج الرياضية الاقتصادية من أجل تقديم المشورة للشركات والحكومات والمؤسسات ذات الصلة. ويقدمون المشورة بشأن جدوى المنتجات وتوقعات الاتجاهات والأسواق الناشئة وسياسات الضرائب وتوجهات المستهلكين.,http://data.europa.eu/esco/isco/C2631,
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,محاضر الأدب الجامعي / محاضرة الأدب الجامعي,released,,محاضرو الأدب الجامعي هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتوجيه الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، وهو الأدب، والذي يكون في الغالب أكاديميًا في طبيعته. ويعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والاختبارات وتصحيح الأبحاث والاختبارات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال الأدب التخصصي، ونشر نتائجهم والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,طبيب متخصص / طبيبة متخصصة,released,,يعمل الأطباء المتخصصون على الوقاية من الأمراض وتشخيصها وعلاجها حسب تخصصهم الطبي أو الجراحي.,http://data.europa.eu/esco/isco/C2212,
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,محاضر التاريخ / محاضرة التاريخ,released,,محاضرو التاريخ هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، التاريخ، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال التاريخ، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,محاضر التعليم العالي / محاضرة التعليم العالي
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,عالم المتحف / عالمة المتحف,released,,"علماء المتاحف ينفذون و/أو يديرون أمانة المتحف، والأعمال التحضيرية والكتابية في المتاحف العامة، وحدائق النباتات، وصالات عرض الأعمال الفنية، ومجموعات الفنون الجميلة، وحدائق الأسماك أو المناطق المشابهة. ويضطلعون بإدارة مجموعات المواد الطبيعية والتاريخية والأنثروبولوجية لأغراض تعليمية أو علمية أو جمالية.
    ",http://data.europa.eu/esco/isco/C2621,
